questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year
"Varón de 20 años, hace 6 días sufre atropello por vehículo, presenta herida en el muslo derecho. Examen: PA: 90/60 
mmHg, FR: 24X', FC: 100X'. Herida en tercio medio de muslo derecho, bordes negruzcos, ampollas con contenido rojo 
vinoso y secreción fétida. Laboratorio: Hb: 7.5 g/dL. ¿Cuál es el tratamiento prioritario?",Antibióticos de amplio espectro,Transfusión sanguínea,Vacuna antitetánica,Desbridamiento y drenaje,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"Escolar de 8 años, presenta desde hace cinco días fiebre, hiporexia, náusea, malestar general y dolor abdominal. 
Antecedente: vivienda sin servicios básicos. Examen: MEG, REH, FC: 80X', T°: 38.8 °C. Peso: 25 Kg. Piel: caliente, seca. 
Abdomen: RHA incrementados, blando, hepatoesplenomegalia y doloroso a la palpación en mesogastrio. Laboratorio: 
leucopenia. ¿Cuál es el diagnóstico más probable?",Dengue,Paludismo,Brucelosis,Fiebre tifoidea,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"Niño de 7 años referido de centro de salud por anemia refractaria al tratamiento con hierro. Examen: FC: 120X', FR: 
20X', T°: 36.7 °C. Manchas café con leche e hiperpigmentación cutánea; talla corta, pulgares y radios anormales, 
hipogonadismo, dismorfias en cabeza. ¿Cuál es el diagnóstico más probable?",Anemia megaloblástica,Anemia de Fanconi,Sindrome de Shawchman-Diamond,Anemia regenerativa,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Varón de 30 años, acude por dolor torácico, fiebre, diaforesis nocturna y baja de peso. Antecedentes: inmunodeficiencia 
y consumidor de sustancias ilícitas. Examen: pulmones: VV y MV abolidos en 1/3 inferior de HTD. Rx de tórax muestra 
derrame pleural derecho. ¿Cuál de las siguientes pruebas en el líquido pleural es útil para el diagnóstico de tuberculosis 
pleural?",Proteínas bajas,Glucosa alta,DHL elevado,Test de ADA positivo,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"Varón de 68 años con antecedente de cardiopatía isquémica, sufre un infarto agudo del miocardio y desarrolla daño 
estructural celular extenso. ¿Cuál es el mecanismo predominante de daño celular irreversible en este contexto?",Entrada masiva de calcio intracelular,Disminución del Na intracelular,Disminución del K extracelular,Detención de H+ intracelular,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Varón de 64 años, consulta por fiebre, escalofríos, cefalea, náuseas, sudoración, tos improductiva y dolor torácico. 
Antecedente de alcoholismo. Examen: Tº: 39.2°C, FC: 118X', FR: 23X', se ausculta crepitantes y frote pleural. ¿Cuál es 
el examen de elección para confirmar su diagnóstico?",RX tórax,Cultivo de esputo,Procalcitonina sérica,TC tórax con contraste,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Mujer de 57 años, acude para solicitar terapia de reemplazo hormonal, presenta bochornos dos veces al día. FUR hace 
10 años. ¿Cuál es la conducta a seguir?",Estrógenos parenterales,Medidas higiénico dietéticas,Estrógenos vía oral,Estrógeno más progesterona,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Escolar de 7 años, presenta aplanamiento plantar bilateral asintomático. Examen: disminución del arco plantar y valgo de 
retropié; en bipedestación el arco desaparece. ¿Cuál es el diagnóstico del pie plano?",Neurológico,Con contractura,Flexible,Rígido congénito,C,Ninguna de las anteriores,Prueba A,Year2025,2025
"Varón de 25 años, ingresa a sala de urgencia por presentar palpitaciones y dolor precordial. Examen: PA: 110/60 mmHg. 
FC: 155 X'. FR: 20 X'. SatO2: 97%. EKG: compatible con taquicardia de reentrada nodal auriculoventricular. ¿Cuál es el 
tratamiento de elección?",Labetalol,Cardioversión eléctrica,Amiodarona,Adenosina,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"RN a término con dificultad respiratoria, sialorrea y asfixia con la primera alimentación oral. La sonda nasogástrica no 
progresa más allá de 10 cm. Rx: sonda enrollada en el esófago superior, presencia de aire en estómago e intestinos. 
¿Cuál es el diagnóstico?",Fístula traqueoesofágica,Atresia esofágica con fístula traqueoesofágica,Estenosis pilórica,Anillo vascular presente,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Varón de 52 años, alcohólico crónico, presenta cefalea, temblor; se agrega desorientación, agitación y alucinaciones 
visuales, traído a emergencia por convulsiones tónico clónico generalizadas. Último episodio de ingesta de alcohol hace 
2 días. ¿Cuál es el tratamiento de elección?",Tiamina,Diazepam,Dextrosa 33%,Fenitoina,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Mujer de 25 años programada para colecistectomía por colecistitis aguda, refiere haber ingerido un vaso de limonada 
azucarada una hora antes de la intervención. ¿Cuál es la conducta adecuada?",Se administra un antiemético y se procede,Postergar la cirugía por 2 horas,Postergar la cirugía por 24 horas,Se monitoriza de cerca durante la inducción anestésica,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"¿Cuál es el marcador pronóstico cuyo valor en sangre permite monitorizar la evolución, y está asociado a mayor 
mortalidad y progresión a disfunción orgánica en sepsis?",Procalcitonina,Lactato,PCR,Glucemia,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Neonato de 2 horas presenta sialorrea súbito, tos y cianosis durante la alimentación. Antecedente: nacido de parto 
cesárea, líquido amniótico aumentado. Examen: abdomen: escafoideo, RHA ausentes. ¿Cuál es el diagnóstico más 
probable?",Neumonía por aspiración meconial,Fístula traqueoesofágica tipo H,Atresia esofágica,Hernia diafragmática,C,Ninguna de las anteriores,Prueba A,Year2025,2025
"Adulto de 28 años con resultado de dos baciloscopias negativas, con alta probabilidad de TB clínica activa; según criterio 
médico. ¿Cuál es la conducta a seguir según marco normativo nacional?",PPD y cultivo,Iniciar tratamiento,Alta y control anual,PDR m y cultivo,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"Recién nacido de 10 días, es traído a control. Examen: FC: 100X', FR: 50X', T°: 37.2 °C. Tórax: MV pasa bien en AHT. 
Abdomen: RHA presentes; cordón umbilical: presente, húmedo con secreción amarillenta mal oliente y eritema 
periumbilical. Hemograma: leucocitos: 10,000/uL, Hto: 42%, abastonados 0. ¿Cuál es el diagnóstico más probable?",Onfalocele,Onfalitis,Peritonitis,Celulitis,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Niño de 10 años, acude por dolor testicular derecho súbito desde hace 3 horas, acompañado de náusea. Examen: 
testículo en posición alta, edematoso muy doloroso a la palpación. Doppler testicular: disminución del flujo arterial en el 
testículo comprometido. ¿Cuál es el diagnóstico?",Torsión testicular,Orquitis,Epididimitis,Varicocele,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Varón de 35 años, residente de Quillabamba, Cusco (valle tropical), es admitido con fiebre alta intermitente, 
esplenomegalia y anemia severa de progresión rápida; refiere haber recibido múltiples picaduras de insectos al amanecer 
y anochecer. El frotis de sangre periférica muestra la presencia de parásito en eritrocitos. ¿Cuál es la característica 
inmunológica del huésped crucial para el desarrollo de paroxismos febriles?",Inducción de autoanticuerpos contra eritrocitos,Liberación de citoquinas proinflamatorias,Formación de hipnozoitos hepáticos,Liberación de T killer contra eritrocitos parasitados,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Mujer de 64 años, operada de gastrectomía parcial hace 2 años, acude por anorexia, diarrea, pérdida de peso, parestesia 
en MMII y marcha atáxica. Examen: palidez marcada y presencia de glositis y lengua depapilada. 
Laboratorio: hemoglobina de 7.5 g/dL, VCM: 110 fL y presencia de polisegmentación de neutrófilos. ¿Cuál es el 
tratamiento de elección?",Riboflavina,Tiamina,Niacina,Cobalamina,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"Neonato de 12 días, recibe LME, traído a urgencias por ictericia. Examen: FC: 120X'; FR: 30X´; T°: 37°C, ictericia hasta 
raíz de muslos; llenado capilar <2""; sensorio: activo y reactivo succión vigorosa. Laboratorio: bilirrubina total: 18 mg/dL a 
predominio indirecta; madre es A+ y el neonato es O+. ¿Cuál es el diagnóstico más probable?",Ictericia por lactancia materna,Deficiencia de G6PD,Incompatibilidad ABO,Sepsis neonatal,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Un estudio sobre incidencia de anemia entre gestantes expuestas y no expuestas a la dieta ""A"", demostró una 
diferencia con un valor de p<0.05. Si los niveles de hemoglobina en ambos grupos no presentan diferencia. ¿Cuál es el 
tipo de error?",II,1-a,1-p,I,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"Recién nacido de 37 semanas, peso 2000 g, es evaluado en las primeras horas de vida, letárgico, nauseoso, succión 
débil y temblores finos. Glicemia capilar: 39 mg/dL. ¿Cuál es la causa más probable?",Disminución de reservas energéticas,Adaptación metabólica transitoria,Hiperinsulinismo congénito,Asfixia perinatal,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Niño de 6 años, procedente de la sierra, es traído por madre quien refiere que hace un mes presenta dolor abdominal, 
náusea y deposiciones sanguinolentas. Antecedente: vivienda rústica en el campo; crianza de cerdos. Examen: peso: 18 
Kg. Abdomen: RHA +++, blando, doloroso a la palpación en hipogastrio. ¿Cuál es el agente etiológico más probable?",Cryptosporidium,Balantidium coli,Giardia lamblia,Cyclospora,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Niño de 16 meses, traído por dificultad para evacuar desde hace tres semanas; presenta vómitos y alza térmica no 
cuantificada. Antecedente: estreñimiento en forma intermitente. Examen: FC: 115X', FR: 30X', SatO2: 100%, PA:113/85 
mmHg. Abdomen: moderadamente distendido, depresible y doloroso a la palpación. ¿Cuál es la conducta inicial a seguir?",Rx abdomen de pie,Resonancia abdominal,Enemas evacuantes,Polietilenglicol en gastroclisis,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Mujer de 18 años acude por debilidad muscular progresiva y constipación. Toma diuréticos para perder peso. EKG: 
aplanamiento de la onda T y aparición de la onda U. ¿Cuál es el efecto esperado en el potencial de acción de las neuronas 
motoras?",Aumenta el umbral necesario para la generación del potencial de acción,Genera una repolarización más lenta debido a la disminución de la conductancia de K⁺,Disminuye la excitabilidad neuronal por hiperpolarización,"Prolonga la duración del potencial de acción, dificultando la despolarización repetida",C,Ninguna de las anteriores,Prueba A,Year2025,2025
"Mujer de 64 años, presenta episodios intermitentes de dolor intenso en labios, encías y pómulos, que se intensifican al 
contacto. Examen: normal. Resonancia magnética sin alteraciones. ¿Cuál es el diagnóstico más probable?",Neurinoma acústico,Meningioma,Parálisis del nervio facial,Neuralgia del trigémino,D,Ninguna de las anteriores,Prueba A,Year2025,2025
"RN de 8 días, traido a urgencias por pobre ganancia ponderal, irritabilidad, orina escasa y pobre succión. Antecedente: 
nacido por cesárea, alta conjunta, madre adolescente con embarazo controlado. Examen: FC: 140X'; FR: 30X'; T°: 
37.8°C. Ictericia hasta raíz de muslos, adelgazado y llanto enérgico. ¿Cuál es el diagnóstico más probable?",Ictericia neonatal,Deshidratación hipernatrémica,Hipoglicemia,Sepsis neonatal,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Lactante de 40 días, es referido a Lima, por presentar desde el nacimiento coriza y hace 3 días lactancia entrecortada. 
Antecedentes: EG: 38 semanas, parto eutócico. Recibe corticoides nasales y clorfeniramina. Examen: Peso: 3900 g, FC: 
90X', FR: 40X', T: 37 °C; ictericia hasta abdomen. Abdomen: hepatomegalia, RHA presente. ¿Cuál es el diagnóstico más 
probable?",Sífilis congénita,Atresia biliar,Toxoplasmosis congénita,Atresia de coanas,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Adolescente de 12 años, traído por madre, quien refiere que hace 2 meses presenta manchas blancas en cara. Examen: 
máculas hipocrómicas redondeadas, algunas eritematosas, bordes no definidos, descamación escasa en cara y tórax. 
¿Cuál es el diagnóstico?",Pitiriasis alba,Tiña versicolor,Dermatitis seborreica,Vitíligo,A,Ninguna de las anteriores,Prueba A,Year2025,2025
"Joven procedente de área rural andina presenta una úlcera cutánea grande e indolora con bordes elevados e indurados. 
Se observan amastigotes dentro de los macrófagos en una biopsia de la lesión. ¿Cuál es el agente causal más probable?",Trypanosoma cruzi,Leishmania braziliensis,Leishmania donovani,Mycobacterium leprae,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Puérpera mediata de 33 años, acude por presentar fiebre y congestión mamaria desde hace 3 días. Se inicia cobertura 
antibiótica con dicloxacilina y compresas; luego de 72 horas de tratamiento continua febril. Se le realiza ecografía mamaria 
y se encuentra colección de 45 mm en cuadrante supero externo de mama derecha. ¿Cuál es la conducta más adecuada?",Rotación de antibiótico,Extracción vigorosa de leche,Drenaje quirúrgico,Compresas tibias,C,Ninguna de las anteriores,Prueba A,Year2025,2025
"Mujer de 24 años con presencia de irregularidades menstruales desde hace dos años, hirsutismo leve, IMC: 20. Glucosa 
en ayunas: 80 mg/dL. ¿Cuál es el tratamiento más adecuado?",Metformina,Anticonceptivos orales combinados,Espironolactona,Finasteride,B,Ninguna de las anteriores,Prueba A,Year2025,2025
"Varón de 21 años, es trasladado por haber sufrido asalto con arma de fuego, ingresa con disnea y hemoptisis. Examen: 
PA: 90/50 mmHg, FR: 30X', FC: 100X', SatO2: 90%; orificio de entrada a nivel de HTD tercio medio cara anterior, enfisema 
subcutáneo, MV abolido en HTD. ¿Cuál es la estructura anatómica afectada?",Vena cava superior,Diafragma,Árbol traqueobronquial,Arteria torácica interna,C,Ninguna de las anteriores,Prueba B,Year2025,2025
"RN producto de parto eutócico, EG 38 semanas, APGAR 8-9. Examen: cara: puente nasal aplanado, ojos almendrados 
con pliegue epicántico, orejas pequeñas. Línea única en la palma de la mano, flacidez y reflejo de succión alterado. ¿Cuál 
es el síndrome?",Crouzon,Apert,Treacher Collins,Down,D,Ninguna de las anteriores,Prueba B,Year2025,2025
"Mujer de 48 años en diálisis peritoneal desde hace 2 años, presenta fiebre, náusea, dolor y distensión abdominal. Examen: 
PA: 110/70 mmHg, T°: 38.6 °C; abdomen: RHA presentes, blando, depresible, en catéter de diálisis se evidencia líquido 
turbio. Laboratorio: recuento celular en líquido peritoneal de 520/µL; PMN: 90%. ¿Cuál es el tratamiento de elección?",Gentamicina + vancomicina,Vancomicina,Ceftriaxona,Ceftriaxona + gentamicina,A,Ninguna de las anteriores,Prueba B,Year2025,2025
"Varón de 35 años, fumador desde los 14 años, presenta frialdad distal asimétrica de extremidades. Examen: pulsos 
periféricos disminuidos en mano derecha; prueba de Allen (+), presencia de úlcera isquémica en 2° dedo de pie izquierdo. 
¿Cuál es la morfología en la anatomía patológica?",Engrosamiento de la íntima con placas ateromatosas y trombos superpuestos a placas ulceradas,"Vasos con inflamación, obstruidos por trombos intraluminales con microabscesos compuestos por neutrófilos","Células inflamatorias dispersas, con calcificación y neovascularización con ulceraciones múltiples","Vasos con densos cúmulos de células atípicas que revisten la luz vascular, ocluyéndola totalmente",B,Ninguna de las anteriores,Prueba B,Year2025,2025
